nom_complet,siren,nb_sites,nb_departements,departements
CORSICAGOM'A,803091883,1,1,2B
CARA.ESHOP,894766039,1,1,2B
ANSEL (L'ATTELLU DI L'ORSU),895249167,1,1,2B
VALORIZE 576,852791698,1,1,2B
MARE NOSTRU,822877692,1,1,2B
O.D.C.,824420335,1,1,2B
TAE RESTAURATION,911089373,1,1,2B
E TORTE DI SABRINA,922407499,1,1,2B
U FRAGNU,400564340,1,1,2B
PIMA.JB.,800842312,1,1,2B
L'AIGLE A DEUX TETES (ANATRA),807627120,1,1,2B
MARTINE MOINDROT-NOIZET (PENVERN) (CREP A TINE),901571356,1,1,2B
NOSTRALIS,922334628,1,1,2B
PATRICIA FINARDI (FINARDI) (FERMENTARIA PIOU-PIOU),948325360,1,1,2B
LABORATOIRE ALZIA,845322288,1,1,2B
CATHERINE KUHN,814632899,1,1,2B
ISABELLE MESRINE,481265189,1,1,2B
BRD (BRD) (BRD),917681447,2,1,971
JML,922505250,2,1,971
LA MAISON DU CURCUMA,831799549,2,1,971
COMPAGNIE INDEPENDANTE DES EPICES,481636017,2,1,971
FRUITS DOM,500311246,1,1,971
AQUALIMA,500538624,1,1,971
CHOCOLATERIE LES SUPREMES,509441770,1,1,971
EPICES CREOLES,534607809,1,1,971
JEAN AMOUSSOUGA,397877796,1,1,971
S F D P,484905807,1,1,971
PL INDUSTRIE,513266775,1,1,971
KARUPODHA,793451642,1,1,971
LA BOUCANE (LA BOUCANE) (CNM),809261084,1,1,971
SWEETY CARAIBES,847649837,1,1,971
TRAITEUR DU LEVANT,880761622,1,1,971
MA FABRIK AGRO-ECO,910959964,1,1,971
FACTORY EXPERIENCE (FACTORY EXPERIENCE),823721592,1,1,971
NAT CARIBEENNE FRUITS & LEGUMES,851891804,1,1,971
ETHEL VEUVE HOULLIER (DAIJARDIN) (SWEET MANIHOT),832316418,1,1,971
NADIA GAREL (TAULIAUT),829391713,1,1,971
APEGO SAVEURS (APEGO SAVEURS),922541321,1,1,971
SIBARY (SIBARY) (SBR),951600618,1,1,971
JOEL DURIMEL (ROOTS CARIBBEAN FOOD),952874857,1,1,971
YASMINA DELUMEAU (LES D'LICES DE MINA),978846715,1,1,971
LEONCE BORDIN (BOISNE) (KAZAMANNIOK),979373891,1,1,971
LES DELICES DE DYNA (LES DELICES DE DYNA) (DYN),979752235,1,1,971
B&G,980870471,1,1,971
CECE&CO (GWADA AGRO),984859215,1,1,971
JACQUES OTTO,327540738,1,1,971
LEONARD BRUDEY,348760232,1,1,971
MANINE NUBERY (GWA MOUN SAVEURS),351748496,1,1,971
JULES-HENRI MARELLI (JHMAN GWADELOUP),390426286,1,1,971
INNO EURO FRUIT,394148852,1,1,971
NATHALIE AUGUSTA (ISMAEL),409219359,1,1,971
FRANCIANE DESFONTAINES (MILFEY),444060131,1,1,971
LES DELICES SURGELES,491955027,1,1,971
GOVABRED,534443718,1,1,971
PP FRAIS,531740736,1,1,971
FLORE CYRILLE (CELESTE),527943674,1,1,971
LE CONTREBANDIER (LE CONTREBANDIER),902478338,1,1,971
M&J MARCHE,922209739,1,1,971
KARAIB DELIS,922409727,1,1,971
AROMES INTENSES (AROMES INTENSES),922570858,1,1,971
DISTRI AA CARAIBES,950963223,1,1,971
SAS CELDDD,951571926,1,1,971
FRAICHEUR GUADELOUPE,501503023,1,1,971
MV INDUSTRIE,517958534,1,1,971
MIELYS,500982103,1,1,971
LES SAVEURS DES ROCHERS,519634737,1,1,971
KARIB AGRO PROCESS,891085383,1,1,971
LUXURY'S FOOD (LUXURY'S FOOD),891659849,1,1,971
PTL AGRO,895147445,1,1,971
KARINE ANGOSTON (AYODELICE),913191268,1,1,971
MAITE DOUGLAS (DOOGIES),917475568,1,1,971
LE PATRON (LE PATRON),918170879,1,1,971
AFRODYS (AFRODYS),918202136,1,1,971
MORDITALIA (MORDITALIA),978098457,1,1,971
PINOCCHIO,987622644,1,1,971
RG PRODUCTION,887919983,2,1,972
ANTILLES SNACKING,752196337,2,1,972
JEAN GROS-DESORMEAUX,303192181,2,1,972
S.P.B.P,811672856,2,1,972
J2L PARTICIPATIONS,508395852,1,1,972
GERALD BERMUDE,513509430,1,1,972
IRENE MOUNOUCHY (LOUISON),303173165,1,1,972
MICHEL AMORY,381803857,1,1,972
SOC CARBET,327925459,1,1,972
OVOANTILLES,402665467,1,1,972
RAPHAEL CAVIGNY (MADIN' CAO),443532163,1,1,972
LEM SERVICES,798583118,1,1,972
MADIN'MOJITOS,918034265,1,1,972
SAVEURS DE FLEURS,914689138,1,1,972
DAHE VEGETAL,894257104,1,1,972
MDB,438647372,1,1,972
YKONIA (YELO),902033265,1,1,972
VLADIMIR FRANCOIS MAIKOOUVA (CHEF VLADIMIR FRANCOIS),900518770,1,1,972
SAS KADOMIEL (SAS KADOMIEL),904548260,1,1,972
MURIEL SIFRAN (FLANM),930184916,1,1,972
MATHIEU SARPON,819832395,1,1,972
LUDMILA MALOUNGILA,891026676,1,1,972
M LOCAL (M LOCAL) (M LOCAL),913184719,1,1,972
THEODORA (THEODORA),915351159,1,1,972
OKO MARTINIQUE,918520354,1,1,972
SUSHI BAR GUYANE (SARL),521824284,1,1,973
LOUINEL LAROCHELLE (GUYA.CHICHI),788513547,1,1,973
EVA GORETH SOUSA DE OLIVEIRA (SNACK EVA),792677262,1,1,973
KARYNE LABAT (LE COMPTOIR DES SAMOUSSAS),920866332,1,1,973
POLYGONE SAS,892601915,1,1,973
ONCA EPICERIE FINE,912045333,1,1,973
ELIETTE ANTOINETTE,532938529,1,1,973
SARL GY DESIGN CULINAIRE,532007069,1,1,973
FELICITE FELIX (LES SAVEURS DE FELI),919650366,1,1,973
MISTERGRILL,842484883,1,1,973
ISIS BURGER (ISIS BURGER),894937606,1,1,973
BGS IMPORT EXPORT ET LOGISTIQUE,981198070,1,1,973
PRODUCTION QUALITY BY D'ELEA,890383938,3,1,974
LOUIS OLIVIER SAUTRON,521203109,2,1,974
SOC EXPLOITATION REGENCY BEL AIR,352560015,2,1,974
ACS,948400734,2,1,974
VF APERO,977752849,2,1,974
SOCIETE RAM IMPORT (SRI),388197329,2,1,974
PLSV,405159591,2,1,974
VERONIQUE CHARI (SAVIAYE),531879286,2,1,974
OLICA,882251523,2,1,974
SARL DODO AUTHENTIQUE,518274592,2,1,974
JEAN CADET,342149838,1,1,974
LE DELICE OI SARL,511847543,1,1,974
REUNION APERITIFS,524065703,1,1,974
REUNION GREEN INNOVATION (RGI),519107627,1,1,974
MARIE SABINE RIVIERE (NOSILE) (LES CINQ SAVEURS),753247204,1,1,974
PASCAL CORRE,330117011,1,1,974
SOC REUNION PROTEINES SERVICES (RPS),410477921,1,1,974
CONSERVERIE DE L'OCEAN INDIEN (C O I),452084429,1,1,974
FACABURA,453981151,1,1,974
KEBAB INDIA (KEBAB INDIA),530522812,1,1,974
EMILIE MARIE CINDY LAMARQUE,795218361,1,1,974
VEG OI,884929696,1,1,974
LANGOUSTES ET CAMBAS DES ILES,841495682,1,1,974
MN'2 (MN'2) (MN'2),831621537,1,1,974
LE YAB,831726450,1,1,974
E2S,914785399,1,1,974
SUD APERITIFS,901884411,1,1,974
LABORATOIRE PHYTO EXTRA. (LABORATOIRE PHYTO EXTRA),899824841,1,1,974
LES 2 DRAGONS INDUSTRY,902348176,1,1,974
KAMPAI SMART,978918555,1,1,974
SYLVIA GRESSIEN (LE COMPTOIR D'EMMA),981138530,1,1,974
FAST FOOD ECOPACK (FFE),520071523,1,1,974
SOCIETE DE TRANSFORMATION AGRO ALIMENTAIRE DE LA REUNION (STAAR),351252762,1,1,974
FRANCK CHAUMOND,381850270,1,1,974
MARC RIVIERE (LE PLAT GARNI),392297131,1,1,974
FREDERIC LEPERLIER (SAVEUR DES ILES1),418105854,1,1,974
SA CPC FOODS A-S,429096563,1,1,974
JEAN MANGATA,424447902,1,1,974
DANIELLE PAYET (DELOFFE),414843326,1,1,974
SOCIETE COOPERATIVE AGRICOLE  OVOCOOP,403854466,1,1,974
FABRICE PAYET,432482792,1,1,974
RUN'ESSENCE (RUN 'ESSENCIEL),488783341,1,1,974
SAM FRED PIZZERIA,537668824,1,1,974
MES GOURMANDISES,533069746,1,1,974
LA GRIGNOTTE,343983532,1,1,974
GREEN BROTHERS REUNION (INDICUS FLOWERS),900237306,1,1,974
SARL CGP,492892534,1,1,974
FRIAND'ILE,504549841,1,1,974
SYLVIE FAVIERE,517969507,1,1,974
CHEZ STEEVE (CHEZ STEEVE),853712099,1,1,974
LES RAVAGES DE PAULYNE,817567308,1,1,974
X LAOUSSING (CHAN TING CHEONG),819299421,1,1,974
NAYMAH PANCHBAYA (AKHOONE),894769538,1,1,974
DVM REUNION (DVM REUNION),884622861,1,1,974
AGRORUN,913968814,1,1,974
PAFSIO AUSTRAL (PAFSIO AUSTRAL),917661001,1,1,974
CROQ'GEL,953281144,1,1,974
TECHER JEAN-HUGUES,978567279,1,1,974
DJALIL ATCHIA (LE BONBON DE PAIN),981533607,1,1,974
LABORATOIRE PHYTOBEES,984337576,1,1,974
OVOMA SAS,820062040,1,1,976
HOUDJATI FILS (HOUDJATI FILS),831725858,1,1,976
KASSIM CASSIM (CASSIM INDUSTRIES),838998532,1,1,976
TOP SAMOUSSAS,066308644,1,1,976
LE SOUVENIR SARL,509562138,1,1,976
MAORA,842253809,1,1,976
BERNARD BOIS,788203529,1,1,01
DISTILLERIE DU BUGEY,953732245,1,1,01
TAHITIKI (TAHITIKI),890856891,1,1,01
PATRICE MURE (LE NAIN JAUNE),532187499,1,1,01
DISTILLERIE GESSIENNE,838370500,1,1,01
SOCIETE MARNAISE DE SPIRITUEUX,908464472,1,1,02
ANNIE DARDENNES (DEHAN),820402139,1,1,02
DISTILLERIE DE MONSIEUR BALTHAZAR,434242822,3,1,03
MUSE DE FRANCE,420894842,2,1,03
LAURENT PETIT,451418107,1,1,03
FRANCOIS DUCLAUX DE L ESTOILLE (DISTILLERIE DU CLOS DE L ETOILE),889311296,1,1,03
DISTILLERIES ET DOMAINES DE PROVENCE (DISTILLERIES-PROVENCE) (DDP),353725732,2,1,04
DISTILLERIE LA DURANCE,831535125,2,1,04
OLIVIER SOCIETE UBAYENNE DE DISTILLERIE (O.S.U.D),798000238,2,1,04
NICOLAS MUSSO,503324790,1,1,04
LE GRAND RUBREN,350981379,1,1,04
LOUIS AVELINE,442277216,1,1,04
LA VINCIANE,850315185,1,1,04
EMMANUEL DALLA FAVERA (ABSOLUE LAVANDE),534707641,1,1,04
SAVEURS DE LA CHANENCHE,512643933,1,1,04
LE COMPTOIR DE L'ALCHIMISTE,850112830,1,1,04
TRAMP (LA CLANDESTINE),912587607,1,1,04
SARL CLEAUX,750889891,3,1,05
SIMON SEGRETAIN (LES PERLES D'AIGANHA),490815719,2,1,05
GUILLAUMETTE,522966415,1,1,05
GENEPI RAOUL (GENEPI RAOUL),981878853,1,1,05
DISTILLERIE FAVIER,438840506,1,1,05
HELENE PEREZ (MOUNTAIN SPIRIT FABRIK),801353178,1,1,05
DISTILLERIE SAINT-VERAN,829315183,1,1,05
AU PAYS DU CITRON,441883683,6,1,06
SOLEIA NICE,891201485,2,1,06
COMTE DE GRASSE,824600860,2,1,06
DISTILLERIE MARALPA,982754897,2,1,06
ANICK AMAUDRY,811343326,1,1,06
WENALI QUEYSSELIER-JUSSEAUME (QUEYSSELIER) (BARWEN),852585231,1,1,06
RICCI'SPIRITS,878885714,1,1,06
BENJAMIN CAILLEAU,821320652,1,1,06
GUILLAUME BLANCHOT (MAXAR),951068949,1,1,06
MAISON ONIMUS,953097433,1,1,06
SEBASTIEN ROSSO (APERO FESTIF),537581837,1,1,06
JEAN THAON,429985328,1,1,06
ALEXANDRE GALLET (NFL GALLET),404225955,1,1,06
THIBEAUT (THIBEAUT),827501594,1,1,06
MIMOCELLA,839952256,1,1,06
JAG,895368439,1,1,06
LA TRAVERSEE RHUM,982299984,1,1,06
MATTHIEU BARRET,521439380,2,1,07
REGINE BEAUTHEAC (ROUSSILLON),410770994,2,1,07
DOMINIQUE CHAMBLAS (DISTILLATEUR),338925563,1,1,07
YANNICK BENAS,481477347,1,1,07
DISTILLERIE 07,821206414,1,1,07
LA GARRIGUE,901034538,1,1,07
PHILIPPE BRENEY (BRENEY EIRL DISTILLERIE - BRASSERIE ZERO.7),843147729,1,1,07
TANARGUE,914174651,1,1,07
MARINE GETTI (MARINE GETTI),803600105,1,1,07
DISTILLERIE LA FRAP (DISTILLERIE LA FRAP),920191889,1,1,07
ANNE FELL (SAUVAGE) (LA DISTILLERIE SANI LOCUS),892202987,1,1,07
DISTILLERIE LES FEUX DE SAINT JEAN,919377341,1,1,07
ROUX EMILE ET SES FILS,317779411,1,1,08
JEAN BLANCHARD (AU VIEUX BOUILLEUR),780678694,1,1,08
RENE BERTRAND (DISTILLERIE SCAILLE),377569538,1,1,08
SOC EXPLOITATION FONTAINE J.HENRI (SARL D'EXPLOITATION FONTAINE J-HENRI),402455653,1,1,08
PIERRE COTHENET,380842633,1,1,08
DISTIFRUITS (DISTIFRUITS),897780789,1,1,08
JEAN MAURY,409184462,2,1,09
NICOLAS ROUS,483536538,2,1,09
ALAIN SERVAT (ARTISAN DISTILLATEUR ALAIN SERVAT),390373371,1,1,09
AGATHE MENGUE (MEFIZOT),804397255,1,1,09
GRANJA ESPERIT (ESPRIT - GINEBRE),899376313,1,1,09
ZERO NINE SPIRITS (ZERO NINE SPIRITS),919496992,1,1,09
SEGUELAS ET FILS,936380260,1,1,09
NAIMA LAFFONT (LOUGHRIS),794836809,1,1,09
LUDOVIC MATHE,491753927,1,1,09
BRUNO MOEURS,353273014,2,1,10
CHRISTOPHE DEDET,492189097,1,1,10
ELODIE FERCOCQ (CHEVAILLER) (L'ALAMBIC FERCOCQ),527764047,1,1,10
DISTILLERIE DE SOLIGNY,848860953,1,1,10
DISTILLERIE DE LA GRANGE GUILLAUME (DISTILLERIE DE LA GRANGE GUILLAUME),830652400,1,1,10
MARIE-CHRISTINE BARBE (DHULST),817396526,1,1,10
DISTIL-3,914135355,1,1,10
SCA DISTILLERIE SUD LANGUEDOC (ADSL),775820319,2,1,11
GEOFFREY JOURDA (L'AS DU CARREAU),922876305,1,1,11
ATELIER DE DISTILLATION SEMAT (DISTILLERIE SEMAT),899380307,1,1,11
BRUNEL ET CIE,950976712,1,1,11
BOWS DISTILLERIE,818732232,1,1,11
TWELVE (TWELVE),803980267,7,1,12
PHILIPPE SAULES,398376335,2,1,12
LILIAN FRECHET,420804502,2,1,12
MARIUS BONAL,427180401,2,1,12
MICHEL PEGUES,423723345,1,1,12
SOC COOP DE DISTILLATION DE ST IGEST,409129715,1,1,12
ADRIEN COMPAIN (LES EAUX DE MAHE),839441656,1,1,12
MICHEL LADET,391344744,1,1,12
GAYRAL SARL,318476611,1,1,12
BRUNO GAYRAUD,319164125,1,1,12
GEORGES BOULE,342661287,1,1,12
TARTEORHUM (LE PETIT FURET),899015226,1,1,12
LILIAN MAINGRAUD (ARHUM ARRANGE),910604040,1,1,12
BRASSERIE ARTISANALE ET DISTILLERIE ASTUCIEUSE DE SCHLAG (BADAS) (BADAS),951087352,1,1,12
LANDA'S DISTILLERIE,840398168,1,1,12
LOUP BLEU CONNEXION (DISTILLERIE GARAGAI),850993007,2,1,13
MARIELUCE (PAPYZOUK),531449155,1,1,13
MICHAEL SOUCHIT (GWADA MADE IN MARSEILLE),912765476,1,1,13
L.D.F,913630851,1,1,13
HUGO PAPADOPOULOS (DISTILLERIE DE LA MER),923783963,1,1,13
LA VIERGE DU CAP (LA VIERGE DU CAP),838742492,1,1,13
L'HARMONIEUX,911821965,1,1,13
VISIO,912301173,1,1,13
ANTIK (ANTIK),952077006,1,1,13
SAS DS SAVORELLI (DSSB),978857753,1,1,13
GLOWING SPIRITS,981617012,1,1,13
CRISTAL LIMINANA DISTILLERIE MEDITERRANE,572145233,1,1,13
REMI ANGLES (COMPTOIR MARSEILLAIS DES RHUMS (CMR)),391578770,1,1,13
L'ARRANGE PROVENCAL (L'ARRANGE PROVENCAL),827905522,1,1,13
MAISON TRESOR (MAISON TRESOR),948555388,1,1,13
ETABLISSEMENTS GALIBERT ET VARON,457208437,1,1,13
DISTILLERIE DE LA PLAINE,842649725,1,1,13
BIGOURDAN,849952221,1,1,13
JEROME DEJEAN (ELIXIRS DES ANCIENS),820085736,1,1,13
LINTILHAC ARNAUD,885396143,1,1,13
L'ARTISAN ARRANGEUR,949663660,1,1,13
LEON PAYET (LA CAS'A RHUM),408883189,1,1,13
CHATEAU DU BREUIL (LA SPIRITERIE FRANCAISE),475450227,3,1,14
SPIRIT FRANCE DIFFUSION,403061013,3,1,14
BALBEC,951164599,2,1,14
BRUNO VOIDYE,493705503,2,1,14
TERRES NORMANDES,814018560,2,1,14
DOMAINE FAMILIAL LOUIS DUPONT (DFLD),330598194,1,1,14
DISTILLERIE DU HOULEY,389831413,1,1,14
SARL LA HANOUDIERE (DOMAINE LA HANOUDIERE),853323335,1,1,14
BOUILLOTTE AUGERONNE,902503952,1,1,14
BELLAVENTURA FRANCE,849076963,1,1,14
ROMUALD JEAN-BUREL,828785865,1,1,14
MICHEL VOIDYE,413227273,1,1,14
SAS FRANCOISE SCHLUMBERGER-PRIMAT (DISTILLERIE DES AMBRES),807881214,1,1,14
EURL CARLIN (NUIT BLANCHE),833930027,1,1,14
MARCEL CLAUDE,307672923,1,1,14
CALVADOS ROGER GROULT SA,304464845,1,1,14
C'EST NOUS (C'EST NOUS),821357779,1,1,14
ROLINE SPIRIT (LES ARRANGES CABRAKAN),894283159,1,1,14
GHISLAIN CHEGUILLAUME (GHISLAIN CHEGUILLAUME),912262078,1,1,14
LEOPARD 1887,917980153,1,1,14
ALMARAUMAT (DISTILLERIE DORR),918515727,1,1,14
DISTILLERIE LOUIS COUDERC,450390414,2,1,15
DISTILLERIE DES HAUTES TERRES (DISTILLERIE DES HAUTES TERRES),913445037,1,1,15
AVEZE S.A.S.,414749184,1,1,15
LAC SAUVAGE,899268387,1,1,15
ESPRIT SUBLIME (DISTILLERIE BAPTISTE),824623383,1,1,15
SOCIETE DU MAINE DRILHON (A B K 6),349261420,4,1,16
ETABLISSEMENTS TIFFON SA,905720041,4,1,16
THS BACHE GABRIELSEN,905720108,3,1,16
DISTILLERIE BEGUIN,339015356,2,1,16
DISTILLERIE DE GIRONDE,320837875,2,1,16
LAURENT PICARD,481296903,2,1,16
COGNAC TESTAUD,484507850,2,1,16
CAMUS LA GRANDE MARQUE SA (CAMUS WINES AND SPIRITS CWS),905420014,2,1,16
L. DE SALIGNAC ET COMPAGNIE,905620340,2,1,16
MAISON PRUNIER SA,905720181,2,1,16
DISTILLERIE GRANDE CHAMPAGNE,907220487,2,1,16
DISTILLERIES TOURNAT,320379373,2,1,16
COURVOISIER S.A.S,320464605,2,1,16
DISTILLERIE CHARBONNIER,803383173,2,1,16
DISTILLERIE THORIN,793465063,2,1,16
DOMAINE DU CROUX SAS,318335957,2,1,16
RENAULT-BISQUIT SA,905420170,2,1,16
DOMAINE CHATEAU DE FONTPINOT S.A.S.,905720355,2,1,16
SA DES PORCHES,907220297,2,1,16
MAISON VILLEVERT (RENAISSANCE SPIRITS),524935301,2,1,16
SICA DES BARONNIES DE JARNAC,334246188,1,1,16
EARL GOUALBERT ET FILS,392774667,1,1,16
ALAIN MOREAU,340347210,1,1,16
DISTILLERIE DE L'ANTENNE SAS,432773505,1,1,16
A. DE FUSSIGNY,501302129,1,1,16
INDIVISITION SAVIN JEAN-MARIE,507689107,1,1,16
DISTILLERIE ROY,318698719,1,1,16
SCEA DES TERRIERS,311511174,1,1,16
ETABLISSEMENTS COUPRIE SARL,315411991,1,1,16
DISTILLERIE DE LA GROIE,301313250,1,1,16
INDIVISION BOBE JEAN GUY,520486424,1,1,16
M.T.E. INTERNATIONAL (M.T.E.I.),520749532,1,1,16
DISTILLERIE LEBRUN EDOUX,352797070,1,1,16
SAS DISTILLERIE DE L'ABEILLE,379576929,1,1,16
SOCIETE D'EXPLOITATION DE LA DISTILLERIE DES CHARDONS,380322933,1,1,16
SOCIETE DISTILLERIE DU LOGIS,388196743,1,1,16
BERNARD VERNINE,383347788,1,1,16
DISTILLERIE RAOUX,350808069,1,1,16
DISTILLERIE GIRARD,325313542,1,1,16
DISTILLERIE YVON,325526317,1,1,16
L. GOURMEL,308799782,1,1,16
SARL BOLLEAU HOWKITT & CIE,399803048,1,1,16
DISTILLERIE DE SAINT MARTIN,398343178,1,1,16
COGNAC CHOLLET DISTILLERIE DU PLANTY,409299328,1,1,16
DISTILLERIE DE LA FONTRONDE,445031362,1,1,16
DISTILLERIE PINARD FRERES,417696168,1,1,16
DISTILLERIE JOBET,424596120,1,1,16
DISTILLERIE DE LA TUILERIE SAS,531227973,1,1,16
J.G. MONNET & CO (J.G.MONNET & CO),808493555,1,1,16
DISTILLERIE DES BARBOTINS,302280722,1,1,16
STORECO,750215642,1,1,16
COGNAC GAUTIER (GEMACO),611820390,1,1,16
CAVE COOPERATIVE DE MONTMORELIEN,781226444,1,1,16
CUMA DE DISTILLATION FOUGEARS,781236229,1,1,16
LOIC BOUSSETON,813622263,1,1,16
DISTILLERIE THOMAS BONNEAU,802945337,1,1,16
DISTILLERIE FAMILIALE DIONYS (SARL DFD),884020538,1,1,16
ODEVIE,899281364,1,1,16
BROSRANGE,913377917,1,1,16
CROIZET,905420147,1,1,16
LOUIS ROYER (JULES DURET),905520177,1,1,16
TESSERON COGNAC,905520490,1,1,16
THOMAS HINE ET CO. (THOMAS HINE   CO),905620084,1,1,16
SOCIETE DELAMAIN ET COMPAGNIE,905620274,1,1,16
ETABLISSEMENTS PAUTIER ET COMPAGNIE,905620464,1,1,16
JACQUES GIRARD,906210067,1,1,16
DISTILLERIE DE L ETANG,906320197,1,1,16
MAISON RECHOU SA,907120208,1,1,16
DISTILLERIE DE BOIS ROCHE,907220321,1,1,16
DISTILLERIE LAMBERT,907220362,1,1,16
SARL DISTILLERIE GUYOT ET COMPAGNIE,907220412,1,1,16
DISTILLERIE DE LA SALAMANDRE,851346510,1,1,16
C.F.W.M (COMPAGNIE FRANCAISE DU WHISKY DE MALT),833188949,1,1,16
DOMAINE D'ANATOLE,914129770,1,1,16
DISTILLERIE CHAIGNAUD,950600858,1,1,16
DISTILLERIE DE LA CHABANNE,951806884,1,1,16
DISTILLERIE DE LA SALLE,319884961,1,1,16
ASSOC COOP BOUILLEURS DE CRU (ACBC),320270192,1,1,16
DISTILLERIE DE LA METAIRIE (DISTILLERIE DE LA METAIRIE),721820371,1,1,16
PASCAL ROUSSILLE (PASCAL ROUSSILLE),791176209,1,1,16
SARL DU BARAIL (SEDM),527050124,1,1,16
EURL DISTILLERIE DE PLAISANCE,379501521,1,1,16
DISTILERIE UGNI BLANC CHEVRIER TRIBOT,351401716,1,1,16
LOUIS CHARLIN (L.C.H.),352084149,1,1,16
MATHIEU LEVEILLET,908893415,1,1,16
DISTILLERIE DU PETIT PUITS,393415831,1,1,16
UNI COOP,417766672,1,1,16
PIERRE CERCLE,413261306,1,1,16
ELYANE HUNEAU (VERGNIAUD),423452960,1,1,16
GILLES BRISSON SARL (CHARLES BARO),349051011,1,1,16
CYRIL FAURE ROUX,529221012,1,1,16
DISTILLERIE DU VAL D'ARS,832075816,1,1,16
LES ARRANGES DE CELERINE (TI'BIO LES ARRANGES),827946120,1,1,16
MYLITTLECOGNAC (MYLITTLECOGNAC) (MLC SAS),833316615,1,1,16
DISTILLERIE DES TAUPIERS,838473866,1,1,16
SOCIETE D'EXPLOITATION DES DISTILLERIES REMY PIRON (SAS D EXPL DES DISTI),342799871,1,1,16
JOEL LANDRIAUD,343997458,1,1,16
DISTILLERIE CHARENTAISE JUBERT SA (DCJ),905520086,1,1,16
JEAN MATIGNON,905710679,1,1,16
DISTILLERIE DE LA POUADE,905720066,1,1,16
AUGIER ROBIN BRIAND ET CIE (ARB),905721205,1,1,16
ETABLISSEMENTS REMY TOURNY ET CIE (DISTILLERIE REMY TOURNY),906120076,1,1,16
SARL CABANNE ET FILS,906120084,1,1,16
SARL DISTILLERIE DU CAMP ROMAIN,906810544,1,1,16
D DU VERON COGNAC,906820188,1,1,16
MAISON BOINAUD,907120216,1,1,16
DISTILLERIE DU VIEUX CHENE - ETS DURAN SAS,907120299,1,1,16
SOCIETE D'EXPLOITATION DU MAINE DU TREUIL,907220024,1,1,16
DISTILLERIE DE CHEZ GORON,907220446,1,1,16
DISTILLERIE DE SAINT DENIS,907220495,1,1,16
MAISON TIARE (MAISON TIARE),907816649,1,1,16
DISTILLERIE DE LA GRAVE,903782001,1,1,16
RDL SPIRITS,904676475,1,1,16
SAS DE LA METAIRIE (DE LA METAIRIE),821813490,1,1,16
DISTILLERIE GELINAUD,818655656,1,1,16
SARL DISTILLERIE MARTINAUD,302509286,1,1,16
SICA EXPLOITANTS VIGNOBLES CHARENTAIS,304540453,1,1,16
SARL DISTILLERIE HUNEAU,508574852,1,1,16
DISTILLERIE PICARD,481276996,1,1,16
DOMAINE DES BROIX SAS,479039232,1,1,16
DISTILLERIE DU PEYRAT,384140976,1,1,16
BERTRAND AURIOL ET CIE,514997576,1,1,16
THIERRY DUPONTEIL (THD MAINTENANCE DISTILLERIE),499673887,1,1,16
A ET MC MOREAU TRADING,522542232,1,1,16
DISTILLERIE DE LA MAURIE,823662697,1,1,16
DISTILLERIE DU GRAND CEDRE,851405332,1,1,16
DISTILLERIE MERLET ET FILS SARL,301312930,3,1,17
GODET FRERES COGNAC (COGNAC GODET) (G F C & E V),551780034,3,1,17
BDLP (BRASSERIE DE LA PRESQU'ILE D'ARVERT),827986613,2,1,17
COGNAC GROSPERRIN (LA GABARE),388841207,2,1,17
SARL BERTRAND M ET JF,377502893,2,1,17
L'ABRI COTIER,451498745,2,1,17
DISTILLERIE DE LA BERTONNIERE,527150064,2,1,17
JEAN BOSSIS,337903298,2,1,17
SARL DISTILLERIE DU CHAIX,831344346,2,1,17
SOCIETE DE LA PERRUGE,527280143,2,1,17
BARBOTEAU JLN,839474673,2,1,17
SA DISTILLERIES THOMAS,305378390,1,1,17
ETS LATREUILLE SA,301468153,1,1,17
SARL DISTILLERIE MARIE,789930971,1,1,17
DISTILLERIE DESCUBES,352617922,1,1,17
DISTILLERIE DE FONTAGARD,380154039,1,1,17
SARL LANDRY,383554953,1,1,17
DISTILLERIE GACON,402438915,1,1,17
SARL DU GRAND FIEF,393114541,1,1,17
DISTILLERIE RULLIER ET FILS SARL,781386982,1,1,17
DISTILLERIE IZAMBARD,781392451,1,1,17
BEAUFOUR FABRICE,814164778,1,1,17
COUGNON DISTILLATION,805399268,1,1,17
DISTILLERIE DE LA BOULENNERIE,527350128,1,1,17
DISTILLERIE DE SAINT-BRIS-DES-BOIS,898058086,1,1,17
SARL DISTILLERIE DE LA GASCONNIERE,830611141,1,1,17
DISTILLERIE BRUSSEAU,828674242,1,1,17
MAISON ALBERT ROBIN,905721080,1,1,17
FBM DISTILLERIE,832660757,1,1,17
PIERRE MORICET (SUR MON ILE - RE ELIXIR),840069785,1,1,17
BOINARD (BOINARD),912555786,1,1,17
COGNAC MAZE CHURCHILL,977558667,1,1,17
DISTILLERIE GUINDANT,325940591,1,1,17
COOP UTILIS VINS SOUS PRODUIT VINIFICATI (CUVSPV),313536336,1,1,17
DISTILLERIE RENAUD,792917619,1,1,17
VALLEIN TERCINIER ET CIE,526880117,1,1,17
ADIS FRANCE,351185087,1,1,17
CHATEAU DE BEAULON,383887783,1,1,17
DISENT-ELLES (DISENT-ELLES),909322596,1,1,17
JACQUES GOMBEAUD,412591158,1,1,17
LE MAINE DE CHEZ POTIER,420430381,1,1,17
DISTILLERIE DE BERCLOUX (DISTILLERIE DE BERCLOUX),441974706,1,1,17
